,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-7726397374158219907,8710192305140953186,8611448623643424872,2405689222645002684,-5989749314869037016,4.532698165746827e+18
-7722236679806608274,1379546145237381445,3756874058845999993,-7215110246375999491,-8950763842769120954,5.849490334294128e+18
-7714713652743527644,-4049108709890217048,5165953265902526320,8596997246990922861,2639926854188906104,-1.6690987077767255e+18
-7702672626132856079,5314107418764884230,7572869304086387835,-1192619987285372590,-2382583983070627054,-3.161714324304759e+18
-7691630854548349557,5165953265902526320,-6362580505010802881,1431351528207086249,-1804728901674946596,-2.3332438574995866e+18
-7685837606421530296,-7685837606421530296,786135087362634258,1318981494172475806,-6192959589652486637,-6.142462826726348e+18
-7684863035595645318,3465127447598546258,-1737937277055036780,-1706114177222872702,3353902017498793780,-8.942739176556376e+17
-7681408188643141872,7510090557616166004,-8202212195240926680,5518462222339671372,6407605752151817831,-2871288807409592.0
-7673844339521298105,-3718969219417182449,2323403245382926621,6059546463839992340,8433131156569129937,-4.57075258666299e+18
-7666273193533605701,4117174730087083056,3086800924266336392,-5395935973320542237,-6732229745645090645,2.3596902841397857e+18
-7660505434580831027,2709926970543371965,3170775058142440102,-5848514031542611523,-2314360211211303885,-1.2975802056702513e+18
-7655127094029937288,-6875247493073242590,-8781597910014596432,-1447641181396994093,1485652648052127324,-4.738242186452731e+18
-7646922141533719881,-1138633255366005559,2277184202014276839,-4070599188332885701,8729086959762650511,-5.491334714953808e+18
-7646489242554562522,-5071600977095793163,532564948976818124,-9152398073968262186,-5470166294767187597,7.511744555558105e+18
-7639185658532886960,-6215634663594744290,3134511142783292503,-2740396993975951758,2262656830196923781,4.532698165746827e+18
-7638840925036528150,4333668738649701866,-3854488592949785912,6650072898902843826,1117455951802655890,-7.925445844362297e+18
-7627738093477170171,-2697906762425596568,-1104501717379772664,-229081393244987789,-5315378314308323942,6.045455576279707e+18
-7627277742224639768,-5702535287667979261,9178250635927683,1851975995406778464,4786732753690611738,6.999813113145212e+18
-7623502978685822577,-4864344772765973009,-7034660627992927630,215332765550420709,7944907848226041964,-6.144089006919209e+17
-7620438371471449873,444378495316508239,-455124319026316634,7351002593233940239,2623290164732957912,1.6629170277859203e+18
-7613994611628693820,-6468782714472551646,-282629989972409543,-4866987227632887920,-3130182799308303924,3.6182059201795773e+18
-7586203274767893481,-6878119266243511199,9207286802575546269,-3211843544085892873,-3357295447978726475,2.3338239487997793e+18
-7585525446062170144,-7165716941095296287,444378495316508239,6514150672874342131,5237574390644778994,7.395435905985567e+18
-7584037043735285197,-8025433077701076525,3541770362851368020,2121807307434667949,6040574489860277999,-3.8758815348639887e+18
-7580433478964181862,7421641564256558176,-1606909838151129701,2121807307434667949,4345055131254210605,-9.222795471790223e+18
-7571123172959828025,171877380813632915,-455124319026316634,4117174730087083056,7813943820850065086,5.191381587333697e+18
-7570652411388243006,-908505899495735224,4891164246772479976,-1255189867397298842,-3537777320523757545,-6.671934042278757e+17
-7568926158048616650,8881733945001664941,-5179565226573622983,5395784585257808296,738761744030347929,4.865901874365409e+18
-7566966163569468290,-7796858148829878756,4479576054067772847,3492139128548911513,6658257247913756761,-2.382583983070627e+18
-7565625515044903967,80435662809978246,6198232071580299480,5439554346835640135,-4163754746025598258,-8.119612270825156e+18
-7564569805639737618,-6076367233589223323,1796618361228441836,-5434287697440336767,4300652811307550975,2.4959139843594394e+18
-7564053678326007415,-7082978776831463151,-6752460077509522132,2586379029487881843,541470630329465127,-8.278633353687755e+18
-7555896091148631419,-1683903891018782242,6524157088939139948,4579392053042969226,7631327570702153011,1.7727864656837852e+18
-7554863616241981368,-3528088210002754978,-4640750981890093183,1392715980907132808,-5014627593450767720,3.575694866055127e+18
-7553931975579248065,-3102446808559723934,5271898714958115766,3155118717275463069,5227822864949117283,-1.463025432902754e+18
-7550906488404754851,2375950438753851487,-43795168179752761,-4186591400427142356,4833869287568225997,8.316918063034631e+18
-7542498020532209188,-2871347907044769386,5322532051893153382,2293315701090958124,7933362470375280252,-3.6227151127591045e+18
-7539647701814009718,-3348652277274905234,-8876785823151614444,-1181242543195516037,1737303669706106633,-9.033211547111606e+18
-7539387928750597096,1441248639512899483,-3102446808559723934,1507299850679912107,4702453495211185350,2.4705872550662323e+18
-7534240757267992657,7419040071212162906,-340541651592032197,-3854488592949785912,6650072898902843826,-7.925445844362297e+18
-7529178973676767391,-44082375822273498,-8996656559398843485,-5924653357616257702,-4748027149000767298,6.650072898902843e+18
-7525512143002603676,-8717945432162716060,-5736221996280340620,156889606517612871,7510090557616166004,5.338677278233758e+18
-7518373517401484139,-7387185690512762935,3367026768872537336,5217724704513784613,-4575943417765899041,-5.314778455998445e+18
-7509877147979461087,1632166079091127830,-2879657397552025078,9178250635927683,6984066580750577207,4.338940510328721e+18
-7508055250504867652,-8723313435347324769,6591596441845797769,-1114438937697017987,-6359164149051198083,5.447580952505296e+18
-7499831854130267106,4988225165850707692,-6772450850499951060,-4748027149000767298,-8578355592291788601,7.926736692763443e+18
-7492067511846042603,2267321579404324900,7526977287801930517,-4974757204495953627,511891900317865118,8.88600276468533e+18
-7485130558326482162,541470630329465127,-8510490754427841940,-7564053678326007415,505090987429665116,-7.082978776831463e+18
-7484960773951920439,-8025433077701076525,-329139582593571060,3455160158461205368,-1676378465482420452,3.541770362851368e+18
-7481609677042800346,6157037646878010131,-8119612270825155371,-2430153190648595765,-42126282997118624,-3.785072380450959e+18
-7474372733748503487,-2697906762425596568,6045455576279706291,-229081393244987789,-2118981143119783447,-5.315378314308324e+18
-7463572107837163154,2051327203770554158,-7925445844362296966,967143806332397325,-8286289711960957081,1.1174559518026559e+18
-7463305179076477879,6870972580508513306,5037403311832115000,-3870325027932266414,7036087807129071010,-1.1727242589045852e+18
-7454907763335725103,-7454907763335725103,-6510151088126868601,1362723651715193305,3465127447598546258,4.3031426775814794e+18
-7452761262757182727,3739926497176994524,-6732229745645090645,8021508382912212558,-9189659052158407108,4.4410121641614735e+18
-7448252416950961815,-169274570747753943,7655627888058923987,7062745737910050042,4277778562135834208,5.380540855517465e+18
-7447329442374055391,-1312850681127865433,2847365042071859088,5380540855517464621,-5808672937983623398,3.801064060797809e+18
-7442296890640709658,-1243978819371381632,2642993575444549134,-1658488648009216718,3510349622718287202,-4.33635521939642e+18
-7423191370472335463,2508620055362300376,-6654470039478316910,7263689301643675785,1992928170409443117,-6.590819806697899e+18
-7406587779348496692,3473173479782472081,-1606980109000976010,7851022564818849560,6798386551136144335,-6.171950598721418e+18
-7399665664688732365,5379671084978512851,9217155070834564627,7024819429467163565,-70211258489242437,-8.995520781415445e+16
-7388035385087807288,-8502883448980287228,-115909536143817330,4945121243335041737,6034099213718885791,2.3948471967764623e+18
-7387185690512762935,-7518373517401484139,374674704202038318,-8467102776052559275,-4575943417765899041,8.181531374206668e+18
-7384231993217222764,8708452471825540133,1220948775534529013,3779639438468810958,-7193893108516217330,2.531450382701518e+18
-7380550029266431533,9151634133568930081,7238948407563080770,-3653998742295730637,216869981229779312,2.901480192726557e+18
-7371144664961016145,-229081393244987789,-8520302351158933500,-456574518348806233,8381798621267347902,8.2193102155876e+18
-7367898111498277224,-3663415946827459961,-7796858148829878756,8065912276310959188,-6820241302436968068,-8.009527121402763e+18
-7358932766266901263,6244532954645766056,6831941111848480366,4706890430832287959,8424505741986577894,2.3080736057208147e+17
-7356135999773525293,1433951803438448289,8219310215587599928,-456574518348806233,8381798621267347902,-7.356135999773525e+18
-7350631483047993309,9121100366909552616,4667058261084775379,-782975839522191154,3056097063387494549,-2.494226662129766e+18
-7349721727282676870,2531450382701518075,363303724138208407,1003778007373126185,8708452471825540133,4.644672909721737e+18
-7342604649736473979,-3552937095886146934,2687654465640040976,-5507019982244746725,3075564241645350154,-4.02477802293414e+18
-7331393944609614247,-6644942243927487010,288653248451617914,6059546463839992340,817467807875770568,-8.123488152283047e+18
-7322744040992592407,-6878119266243511199,9028580484484026894,7207514472495382992,-321691855821364131,-6.499865726739948e+18
-7315032288233856709,-823697973575832204,-1706114177222872702,-9153494109165200346,-6510151088126868601,7.251252752220328e+18
-7298164314968527788,-844797936291539016,-3750301395521973493,9168028029170358424,-33740349536513960,3.8232683277044127e+18
-7294716554902079523,-8145607370067359341,-6654470039478316910,5217724704513784613,5681075485882787671,-8.992201526199202e+18
-7292285110016212249,3057455921237571253,3067875254349597654,7748594134538052724,8654585772743935612,-8.609147564546196e+17
-7277691357631151609,6778168087818060600,-7033990154815318757,-7959318068735027467,8587620342631480154,-4.1137884260726406e+17
-7273935215244206740,-8287402887944984163,-4412848927260591416,4677417698542178243,-6798063491592860025,8.768619263229063e+18
-7264217791213422584,-8222568914848295086,-4029704725707465084,-8992803137960175254,7526364197140419661,-5.314778455998445e+18
-7259527987837041658,3756874058845999993,-6546787050052580484,-5000193502203199335,-5954724412982705962,2.6707154503522903e+18
-7255737497176527784,7965539599896143226,1954991916791271993,-5000193502203199335,7207514472495382992,-8.244000618837043e+18
-7217198366041991957,4716135688735489427,2156244701966673186,4184543400419595673,4629488036162962359,8.86328868027059e+18
-7215110246375999491,-1111518890369033396,-9041546321432974047,8912004903894879756,1181735998104559604,2.2853923093733588e+18
-7202774608580336956,-1137602700803601559,1662917027785920354,-4186591400427142356,-4270702541777554377,5.827857898404399e+18
-7195227263752331646,3273084325487543386,-1383778823073811714,8872925201254666834,2639926854188906104,7.140495736721534e+18
-7193893108516217330,363303724138208407,2531450382701518075,1003778007373126185,8708452471825540133,-7.384231993217223e+18
-7191607771634445823,2399228553079505025,-6192959589652486637,8353614127518545485,-5881946480525580860,-5.557505576293652e+18
-7174595923544719736,4117174730087083056,3980405883168341377,-8311338126170554747,-5331421579623797776,-9.002191823887487e+18
-7169261479876586557,5271898714958115766,3562616807243819955,-3102446808559723934,4920704891238922872,-7.553931975579248e+18
-7165716941095296287,910894669274456978,-5181489804915739633,-1137602700803601559,-89955207814154444,1.6629170277859203e+18
-7162567255723313045,-5297634649735765167,-8512859527034085078,5761988486867612282,-6245566021053602636,-7.108012586837981e+18
-7155846267321183721,34557439830244258,-8343581376353287618,1061238072586805321,1554619040289415222,9.12414698398817e+16
-7152753999571084411,-3544655814153481738,-4265002939801511319,-8418620743404378592,3272519107572730082,-1.8682971955904312e+18
-7130425546996181071,-4195851681734441295,8243193415815549463,-8248141950199177506,-5431549861280885742,-2.7154955848150994e+18
-7126520323752764957,7395435905985567130,-555187669877280641,1179017557429431126,-5253644367331262405,-9.107331682787868e+18
-7124339858992523617,7965539599896143226,-1999468346928419252,-7255737497176527784,1954991916791271993,-8.244000618837043e+18
-7120369133608664808,-8343581376353287618,34557439830244258,1829180586132834070,1971653634364577968,1.0612380725868054e+18
-7113155163062752691,-5813211845057621660,-1138633255366005559,2277184202014276839,3660989387512978561,-7.64692214153372e+18
-7108012586837980940,8028897172674067530,-8512859527034085078,-1762456938647577126,5761988486867612282,-5.055745575969002e+18
-7101541512657907485,4119190424078847945,-7926018713416777892,-6451309518266745024,739747367187387064,-1.4183550385075064e+18
-7082978776831463151,2586379029487881843,-6752460077509522132,-6289909056857931861,5462702203586546682,-7.564053678326008e+18
-7078081008943106850,897043351348716074,5545306236636747547,-9147114693160126293,-1658488648009216718,-4.379516817975276e+16
